# Locus ID	Pop 1 ID	Pop 2 ID	Chr	BP	Column	Overall Pi	AMOVA Fst	Fisher's P	Odds Ratio	CI Low	CI High	LOD	Corrected AMOVA Fst	Smoothed AMOVA Fst	Smoothed AMOVA Fst P-value	Window SNP Count
1040	G	A	Chr1	1317522	36	0.02500	0.01266	0.500000000	2.05000	0.17873	23.51269	0.31175	0.01266	0.00000	0.00000	0
1089	G	A	Chr1	1349131	12	0.02500	0.01266	0.500000000	2.05000	0.17873	23.51269	0.31175	0.01266	0.00000	0.00000	0
1096	G	A	Chr1	1358885	29	0.02500	0.01266	0.500000000	0.48780	0.04253	5.59493	0.31175	0.01266	0.00000	0.00000	0
1244	G	A	Chr1	1508473	16	0.02500	0.01266	0.500000000	2.05000	0.17873	23.51269	0.31175	0.01266	0.00000	0.00000	0
1262	G	A	Chr1	1523315	60	0.02564	0.01234	1.000000000	0.51282	0.04467	5.88764	0.29003	0.01234	0.00000	0.00000	0
1366	G	A	Chr1	1590634	6	0.04937	0.00000	1.000000000	1.00000	0.06038	16.56298	0.00000	0.00000	0.00000	0.00000	0
1405	G	A	Chr1	1618831	57	0.25657	0.00646	0.532752899	1.59091	0.42318	5.98087	0.20165	0.00646	0.00000	0.00000	0
1429	G	A	Chr1	1634995	37	0.02500	0.01266	0.500000000	2.05000	0.17873	23.51269	0.31175	0.01266	0.00000	0.00000	0
1488	G	A	Chr1	1694574	55	0.02500	0.01266	0.500000000	2.05000	0.17873	23.51269	0.31175	0.01266	0.00000	0.00000	0
1570	G	A	Chr1	1780966	59	0.07493	0.00379	1.000000000	0.51351	0.04463	5.90814	0.28945	0.00379	0.00000	0.00000	0
1590	G	A	Chr1	1792589	21	0.04937	0.02564	0.246835443	3.15385	0.31453	31.62369	0.49884	0.02564	0.00000	0.00000	0
1664	G	A	Chr1	1873567	19	0.04937	0.02564	0.246835443	3.15385	0.31453	31.62369	0.49884	0.02564	0.00000	0.00000	0
1711	G	A	Chr1	1894196	16	0.02500	0.01266	0.500000000	0.48780	0.04253	5.59493	0.31175	0.01266	0.00000	0.00000	0
1713	G	A	Chr1	1894831	69	0.20222	0.01408	0.481368917	0.45946	0.10648	1.98249	0.33775	0.01408	0.00000	0.00000	0
1770	G	A	Chr1	1935912	18	0.02500	0.01266	0.500000000	2.05000	0.17873	23.51269	0.31175	0.01266	0.00000	0.00000	0
1803	G	A	Chr1	1964827	62	0.14051	0.08108	0.012773303	0.12195	0.01430	1.03997	0.91381	0.08108	0.00000	0.00000	0
1818	G	A	Chr1	1982445	37	0.35964	0.03868	0.108909453	0.38235	0.12663	1.15447	0.41754	0.03868	0.00000	0.00000	0
1852	G	A	Chr1	2033725	61	0.39985	0.00598	0.603647825	0.70533	0.25165	1.97693	0.15161	0.00598	0.00000	0.00000	0
1878	G	A	Chr1	2052202	27	0.02500	0.01266	0.500000000	0.48780	0.04253	5.59493	0.31175	0.01266	0.00000	0.00000	0
1905	G	A	Chr1	2101514	69	0.02500	0.01266	0.500000000	2.05000	0.17873	23.51269	0.31175	0.01266	0.00000	0.00000	0
1940	G	A	Chr1	2155942	74	0.02500	0.01266	0.500000000	2.05000	0.17873	23.51269	0.31175	0.01266	0.00000	0.00000	0
1965	G	A	Chr1	2192989	22	0.04937	0.00000	1.000000000	1.00000	0.06038	16.56298	0.00000	0.00000	0.00000	0.00000	0
1983	G	A	Chr1	2209216	59	0.02500	0.01266	0.500000000	2.05000	0.17873	23.51269	0.31175	0.01266	0.00000	0.00000	0
2157	G	A	Chr1	2416791	40	0.02500	0.01266	0.500000000	2.05000	0.17873	23.51269	0.31175	0.01266	0.00000	0.00000	0
2163	G	A	Chr1	2424151	29	0.02500	0.01266	0.500000000	2.05000	0.17873	23.51269	0.31175	0.01266	0.00000	0.00000	0
2302	G	A	Chr1	2571216	71	0.02500	0.01266	0.500000000	2.05000	0.17873	23.51269	0.31175	0.01266	0.00000	0.00000	0
2357	G	A	Chr1	2622275	67	0.02500	0.01266	0.500000000	2.05000	0.17873	23.51269	0.31175	0.01266	0.00000	0.00000	0
2409	G	A	Chr1	2681143	32	0.02500	0.01266	0.500000000	0.48780	0.04253	5.59493	0.31175	0.01266	0.00000	0.00000	0
2521	G	A	Chr1	2811321	8	0.49451	0.00997	0.492165519	1.50000	0.60807	3.70021	0.17609	0.00997	0.00000	0.00000	0
2530	G	A	Chr1	2832350	61	0.04937	0.02564	0.246835443	0.31707	0.03162	3.17930	0.49884	0.02564	0.00000	0.00000	0
2547	G	A	Chr1	2854101	12	0.02500	0.01266	0.500000000	0.48780	0.04253	5.59493	0.31175	0.01266	0.00000	0.00000	0
2552	G	A	Chr1	2859627	26	0.02500	0.01266	0.500000000	0.48780	0.04253	5.59493	0.31175	0.01266	0.00000	0.00000	0
2650	G	A	Chr1	2935763	62	0.02500	0.01266	0.500000000	2.05000	0.17873	23.51269	0.31175	0.01266	0.00000	0.00000	0
2666	G	A	Chr1	2941663	25	0.19548	0.06340	0.056444701	7.90323	0.92026	67.87305	0.89780	0.06340	0.00000	0.00000	0
2668	G	A	Chr1	2942130	38	0.02500	0.01266	0.500000000	0.48780	0.04253	5.59493	0.31175	0.01266	0.00000	0.00000	0
2689	G	A	Chr1	2966665	40	0.05193	0.00008	1.000000000	1.11429	0.06714	18.49293	0.04700	0.00008	0.00000	0.00000	0
2732	G	A	Chr1	3001983	36	0.09857	0.00004	1.000000000	0.94737	0.12664	7.08689	0.02348	0.00004	0.00000	0.00000	0
2756	G	A	Chr1	3032214	68	0.04937	0.02564	0.246835443	3.15385	0.31453	31.62369	0.49884	0.02564	0.00000	0.00000	0
2774	G	A	Chr1	3045841	10	0.09620	0.00000	1.000000000	1.00000	0.13387	7.47017	0.00000	0.00000	0.00000	0.00000	0
2776	G	A	Chr1	3046376	78	0.18228	0.11111	0.002653026	0.08943	0.01077	0.74228	1.04851	0.11111	0.00000	0.00000	0
2784	G	A	Chr1	3055790	70	0.02500	0.01266	0.500000000	2.05000	0.17873	23.51269	0.31175	0.01266	0.00000	0.00000	0
2819	G	A	Chr1	3076195	19	0.05062	0.02500	0.493839494	0.33333	0.03321	3.34583	0.47712	0.02500	0.00000	0.00000	0
2831	G	A	Chr1	3085790	69	0.02500	0.01266	0.500000000	2.05000	0.17873	23.51269	0.31175	0.01266	0.00000	0.00000	0
2842	G	A	Chr1	3097949	39	0.12773	0.00374	0.670075246	1.63636	0.25716	10.41248	0.21388	0.00374	0.00000	0.00000	0
2863	G	A	Chr1	3126285	63	0.02500	0.01266	0.500000000	2.05000	0.17873	23.51269	0.31175	0.01266	0.00000	0.00000	0
2881	G	A	Chr1	3140233	49	0.02500	0.01266	0.500000000	2.05000	0.17873	23.51269	0.31175	0.01266	0.00000	0.00000	0
2897	G	A	Chr1	3174066	61	0.43157	0.05731	0.049484914	0.34375	0.12552	0.94140	0.46376	0.05731	0.00000	0.00000	0
2904	G	A	Chr1	3187576	5	0.07310	0.00433	0.620253165	2.05263	0.17860	23.59047	0.31231	0.00433	0.00000	0.00000	0
2949	G	A	Chr1	3262963	36	0.07310	0.00433	0.620253165	0.48718	0.04239	5.59905	0.31231	0.00433	0.00000	0.00000	0
2982	G	A	Chr1	3313807	63	0.02500	0.01266	0.500000000	0.48780	0.04253	5.59493	0.31175	0.01266	0.00000	0.00000	0
3060	G	A	Chr1	3438012	31	0.02500	0.01266	0.500000000	2.05000	0.17873	23.51269	0.31175	0.01266	0.00000	0.00000	0
3075	G	A	Chr1	3451507	57	0.04937	0.02564	0.246835443	0.31707	0.03162	3.17930	0.49884	0.02564	0.00000	0.00000	0
3095	G	A	Chr1	3467769	79	0.14737	0.03241	0.203798170	5.00000	0.55535	45.01684	0.69897	0.03241	0.00000	0.00000	0
3134	G	A	Chr1	3509852	52	0.05062	0.02770	0.234099234	3.32432	0.33115	33.37159	0.52170	0.02770	0.00000	0.00000	0
3212	G	A	Chr1	3579499	70	0.07310	0.00433	0.620253165	2.05263	0.17860	23.59047	0.31231	0.00433	0.00000	0.00000	0
3256	G	A	Chr1	3633985	22	0.04937	0.00000	1.000000000	1.00000	0.06038	16.56298	0.00000	0.00000	0.00000	0.00000	0
3303	G	A	Chr1	3704369	21	0.02500	0.01266	0.500000000	0.48780	0.04253	5.59493	0.31175	0.01266	0.00000	0.00000	0
3313	G	A	Chr1	3716563	5	0.02500	0.01266	0.500000000	2.05000	0.17873	23.51269	0.31175	0.01266	0.00000	0.00000	0
3322	G	A	Chr1	3724346	74	0.04937	0.02564	0.246835443	3.15385	0.31453	31.62369	0.49884	0.02564	0.00000	0.00000	0
3401	G	A	Chr1	6019813	73	0.12456	0.02116	0.361639938	3.88889	0.41392	36.53673	0.58983	0.02116	0.00000	0.00000	0
3456	G	A	Chr1	6068438	58	0.38000	0.00000	1.000000000	1.00000	0.35350	2.82886	0.00000	0.00000	0.00000	0.00000	0
3534	G	A	Chr1	6157923	30	0.17364	0.00140	1.000000000	1.29412	0.26877	6.23114	0.11197	0.00140	0.00000	0.00000	0
3536	G	A	Chr1	6159178	5	0.02500	0.01266	0.500000000	0.48780	0.04253	5.59493	0.31175	0.01266	0.00000	0.00000	0
3570	G	A	Chr1	6184975	77	0.02564	0.01234	1.000000000	1.95000	0.16985	22.38776	0.29003	0.01234	0.00000	0.00000	0
3594	G	A	Chr1	6221207	17	0.02564	0.01367	0.487179487	0.46341	0.04036	5.32069	0.33403	0.01367	0.00000	0.00000	0
3668	G	A	Chr1	6303601	40	0.02500	0.01266	0.500000000	2.05000	0.17873	23.51269	0.31175	0.01266	0.00000	0.00000	0
3707	G	A	Chr1	6349364	50	0.02500	0.01266	0.500000000	0.48780	0.04253	5.59493	0.31175	0.01266	0.00000	0.00000	0
3723	G	A	Chr1	6375225	45	0.02500	0.01266	0.500000000	0.48780	0.04253	5.59493	0.31175	0.01266	0.00000	0.00000	0
3806	G	A	Chr1	6477095	70	0.04937	0.02564	0.246835443	0.31707	0.03162	3.17930	0.49884	0.02564	0.00000	0.00000	0
3824	G	A	Chr1	6503420	66	0.02500	0.01266	0.500000000	0.48780	0.04253	5.59493	0.31175	0.01266	0.00000	0.00000	0
3844	G	A	Chr1	6516734	16	0.02500	0.01266	0.500000000	0.48780	0.04253	5.59493	0.31175	0.01266	0.00000	0.00000	0
3950	G	A	Chr1	6670656	7	0.02564	0.01234	1.000000000	0.51282	0.04467	5.88764	0.29003	0.01234	0.00000	0.00000	0
3976	G	A	Chr1	6694173	70	0.02500	0.01266	0.500000000	0.48780	0.04253	5.59493	0.31175	0.01266	0.00000	0.00000	0
4044	G	A	Chr1	6761306	9	0.05331	0.00002	1.000000000	0.94595	0.05694	15.71401	0.02413	0.00002	0.00000	0.00000	0
4071	G	A	Chr1	6793086	32	0.02500	0.01266	0.500000000	2.05000	0.17873	23.51269	0.31175	0.01266	0.00000	0.00000	0
4099	G	A	Chr1	6830493	35	0.02564	0.01367	0.487179487	0.46341	0.04036	5.32069	0.33403	0.01367	0.00000	0.00000	0
4168	G	A	Chr1	6880981	74	0.11867	0.02400	0.206805852	0.23077	0.02462	2.16267	0.63682	0.02400	0.00000	0.00000	0
4251	G	A	Chr1	6939617	14	0.02500	0.01266	0.500000000	2.05000	0.17873	23.51269	0.31175	0.01266	0.00000	0.00000	0
4274	G	A	Chr1	6962864	62	0.04937	0.02564	0.246835443	3.15385	0.31453	31.62369	0.49884	0.02564	0.00000	0.00000	0
4346	G	A	Chr1	7079545	42	0.02500	0.01266	0.500000000	2.05000	0.17873	23.51269	0.31175	0.01266	0.00000	0.00000	0
4447	G	A	Chr1	7215103	44	0.02500	0.01266	0.500000000	2.05000	0.17873	23.51269	0.31175	0.01266	0.00000	0.00000	0
4461	G	A	Chr1	7228750	53	0.02500	0.01266	0.500000000	0.48780	0.04253	5.59493	0.31175	0.01266	0.00000	0.00000	0
4648	G	A	Chr1	7477982	59	0.02500	0.01266	0.500000000	0.48780	0.04253	5.59493	0.31175	0.01266	0.00000	0.00000	0
4663	G	A	Chr1	7495589	13	0.02500	0.01266	0.500000000	2.05000	0.17873	23.51269	0.31175	0.01266	0.00000	0.00000	0
4720	G	A	Chr1	7596238	54	0.02500	0.01266	0.500000000	2.05000	0.17873	23.51269	0.31175	0.01266	0.00000	0.00000	0
4793	G	A	Chr1	7726987	40	0.50352	0.05853	0.061246757	2.69231	1.04912	6.90916	0.43012	0.05853	0.00000	0.00000	0
4899	G	A	Chr1	7916841	49	0.02564	0.01234	1.000000000	1.95000	0.16985	22.38776	0.29003	0.01234	0.00000	0.00000	0
4912	G	A	Chr1	7930728	50	0.02564	0.01367	0.487179487	0.46341	0.04036	5.32069	0.33403	0.01367	0.00000	0.00000	0
4918	G	A	Chr1	7937868	44	0.07493	0.00516	0.610389610	0.46154	0.04011	5.31047	0.33579	0.00516	0.00000	0.00000	0
4957	G	A	Chr1	7976841	67	0.05477	0.00009	1.000000000	1.12121	0.06741	18.64757	0.04969	0.00009	0.00000	0.00000	0
4989	G	A	Chr1	8009617	77	0.18228	0.00694	0.487598720	0.56757	0.12612	2.55422	0.24598	0.00694	0.00000	0.00000	0
4996	G	A	Chr1	8013037	64	0.07684	0.00457	0.620000000	2.05556	0.17846	23.67704	0.31293	0.00457	0.00000	0.00000	0
5007	G	A	Chr1	8016418	24	0.21659	0.05649	0.071142807	0.20301	0.03910	1.05401	0.69249	0.05649	0.00000	0.00000	0
5012	G	A	Chr1	8019172	50	0.20031	0.00156	1.000000000	0.77778	0.17860	3.38712	0.10914	0.00156	0.00000	0.00000	0
5048	G	A	Chr1	8046997	8	0.02500	0.01266	0.500000000	0.48780	0.04253	5.59493	0.31175	0.01266	0.00000	0.00000	0
5063	G	A	Chr1	8075065	24	0.49082	0.00580	0.650008546	0.73333	0.30018	1.79149	0.13470	0.00580	0.00000	0.00000	0
5068	G	A	Chr1	8078977	9	0.02500	0.01266	0.500000000	0.48780	0.04253	5.59493	0.31175	0.01266	0.00000	0.00000	0
5086	G	A	Chr1	8106634	62	0.14737	0.03810	0.112502412	0.17838	0.01981	1.60627	0.74866	0.03810	0.00000	0.00000	0
5115	G	A	Chr1	8122564	5	0.47952	0.00041	1.000000000	0.92000	0.36935	2.29161	0.03621	0.00041	0.00000	0.00000	0
5134	G	A	Chr1	8139233	5	0.02500	0.01266	0.500000000	2.05000	0.17873	23.51269	0.31175	0.01266	0.00000	0.00000	0
5161	G	A	Chr1	8171574	54	0.09620	0.00000	1.000000000	1.00000	0.13387	7.47017	0.00000	0.00000	0.00000	0.00000	0
5239	G	A	Chr1	8269067	40	0.14737	0.00952	0.437111711	2.11765	0.36399	12.32023	0.32585	0.00952	0.00000	0.00000	0
5269	G	A	Chr1	8294736	16	0.02500	0.01266	0.500000000	0.48780	0.04253	5.59493	0.31175	0.01266	0.00000	0.00000	0
5273	G	A	Chr1	8295541	65	0.30854	0.00923	0.409705637	1.64516	0.52514	5.15402	0.21621	0.00923	0.00000	0.00000	0
5309	G	A	Chr1	8335288	8	0.02500	0.01266	0.500000000	0.48780	0.04253	5.59493	0.31175	0.01266	0.00000	0.00000	0
5355	G	A	Chr1	8392847	31	0.04937	0.00000	1.000000000	1.00000	0.06038	16.56298	0.00000	0.00000	0.00000	0.00000	0
5377	G	A	Chr1	8428162	9	0.07684	0.00457	0.620000000	2.05556	0.17846	23.67704	0.31293	0.00457	0.00000	0.00000	0
5411	G	A	Chr1	8462375	31	0.12155	0.00208	1.000000000	1.45946	0.23014	9.25525	0.16419	0.00208	0.00000	0.00000	0
5425	G	A	Chr1	8474502	28	0.02564	0.01367	0.487179487	2.15789	0.18795	24.77584	0.33403	0.01367	0.00000	0.00000	0
5476	G	A	Chr1	8517768	47	0.02500	0.01266	0.500000000	2.05000	0.17873	23.51269	0.31175	0.01266	0.00000	0.00000	0
5483	G	A	Chr1	8528227	19	0.02500	0.01266	0.500000000	0.48780	0.04253	5.59493	0.31175	0.01266	0.00000	0.00000	0
5494	G	A	Chr1	8542481	7	0.14386	0.00005	1.000000000	1.05714	0.19986	5.59179	0.02413	0.00005	0.00000	0.00000	0
5540	G	A	Chr1	8587489	56	0.11867	0.00267	0.679434490	1.54054	0.24330	9.75459	0.18767	0.00267	0.00000	0.00000	0
5566	G	A	Chr1	8613737	51	0.04937	0.00000	1.000000000	1.00000	0.06038	16.56298	0.00000	0.00000	0.00000	0.00000	0
5578	G	A	Chr1	8625687	16	0.04937	0.00000	1.000000000	1.00000	0.06038	16.56298	0.00000	0.00000	0.00000	0.00000	0
5587	G	A	Chr1	8633516	19	0.02500	0.01266	0.500000000	0.48780	0.04253	5.59493	0.31175	0.01266	0.00000	0.00000	0
5663	G	A	Chr1	8731772	40	0.02500	0.01266	0.500000000	0.48780	0.04253	5.59493	0.31175	0.01266	0.00000	0.00000	0
5670	G	A	Chr1	8743592	79	0.02500	0.01266	0.500000000	2.05000	0.17873	23.51269	0.31175	0.01266	0.00000	0.00000	0
5691	G	A	Chr1	8782773	33	0.12155	0.00208	1.000000000	1.45946	0.23014	9.25525	0.16419	0.00208	0.00000	0.00000	0
5701	G	A	Chr1	8790114	34	0.04937	0.00000	1.000000000	1.00000	0.06038	16.56298	0.00000	0.00000	0.00000	0.00000	0
5705	G	A	Chr1	8792313	54	0.11867	0.00267	0.679434490	1.54054	0.24330	9.75459	0.18767	0.00267	0.00000	0.00000	0
5716	G	A	Chr1	8797883	27	0.02564	0.01367	0.487179487	2.15789	0.18795	24.77584	0.33403	0.01367	0.00000	0.00000	0
5724	G	A	Chr1	8805997	61	0.02500	0.01266	0.500000000	2.05000	0.17873	23.51269	0.31175	0.01266	0.00000	0.00000	0
5781	G	A	Chr1	8871794	16	0.40380	0.01254	0.331594734	0.60298	0.22310	1.62968	0.21970	0.01254	0.00000	0.00000	0
5827	G	A	Chr1	8925524	48	0.04937	0.02564	0.246835443	0.31707	0.03162	3.17930	0.49884	0.02564	0.00000	0.00000	0
5856	G	A	Chr1	8955348	11	0.12773	0.00103	1.000000000	0.77083	0.12111	4.90595	0.11304	0.00103	0.00000	0.00000	0
5880	G	A	Chr1	8988226	16	0.02500	0.01266	0.500000000	0.48780	0.04253	5.59493	0.31175	0.01266	0.00000	0.00000	0
5967	G	A	Chr1	9081293	35	0.05062	0.00002	1.000000000	1.05405	0.06358	17.47484	0.02286	0.00002	0.00000	0.00000	0
5989	G	A	Chr1	9102121	10	0.02564	0.01234	1.000000000	1.95000	0.16985	22.38776	0.29003	0.01234	0.00000	0.00000	0
6007	G	A	Chr1	9109702	42	0.04937	0.00000	1.000000000	1.00000	0.06038	16.56298	0.00000	0.00000	0.00000	0.00000	0
6014	G	A	Chr1	9119510	37	0.02500	0.01266	0.500000000	2.05000	0.17873	23.51269	0.31175	0.01266	0.00000	0.00000	0
6073	G	A	Chr1	9188293	14	0.04937	0.02564	0.246835443	0.31707	0.03162	3.17930	0.49884	0.02564	0.00000	0.00000	0
6099	G	A	Chr1	9212679	52	0.09620	0.01316	0.365444682	3.16216	0.31467	31.77678	0.49998	0.01316	0.00000	0.00000	0
6127	G	A	Chr1	9234974	44	0.02564	0.01367	0.487179487	2.15789	0.18795	24.77584	0.33403	0.01367	0.00000	0.00000	0
6129	G	A	Chr1	9239225	45	0.12456	0.00282	0.678995434	1.54286	0.24290	9.79984	0.18833	0.00282	0.00000	0.00000	0
6276	G	A	Chr1	9443888	45	0.09620	0.00000	1.000000000	1.00000	0.13387	7.47017	0.00000	0.00000	0.00000	0.00000	0
6420	G	A	Chr1	9607628	21	0.02500	0.01266	0.500000000	2.05000	0.17873	23.51269	0.31175	0.01266	0.00000	0.00000	0
6432	G	A	Chr1	9614352	71	0.08323	0.00587	0.608695652	0.45714	0.03953	5.28641	0.33995	0.00587	0.00000	0.00000	0
6442	G	A	Chr1	9621116	64	0.02564	0.01367	0.487179487	0.46341	0.04036	5.32069	0.33403	0.01367	0.00000	0.00000	0
6449	G	A	Chr1	9626595	52	0.02500	0.01266	0.500000000	2.05000	0.17873	23.51269	0.31175	0.01266	0.00000	0.00000	0
6517	G	A	Chr1	9690180	26	0.07310	0.03896	0.120253165	4.31579	0.46159	40.35159	0.63506	0.03896	0.00000	0.00000	0
6532	G	A	Chr1	9704162	39	0.25088	0.05782	0.050512661	4.93548	0.98886	24.63347	0.69333	0.05782	0.00000	0.00000	0
6602	G	A	Chr1	9764647	46	0.05331	0.00002	1.000000000	0.94595	0.05694	15.71401	0.02413	0.00002	0.00000	0.00000	0
6627	G	A	Chr1	9792999	46	0.02500	0.01266	0.500000000	0.48780	0.04253	5.59493	0.31175	0.01266	0.00000	0.00000	0
6636	G	A	Chr1	9812158	31	0.04937	0.02564	0.246835443	3.15385	0.31453	31.62369	0.49884	0.02564	0.00000	0.00000	0
6637	G	A	Chr1	9812762	59	0.16171	0.00196	0.715765247	0.72973	0.15247	3.49257	0.13684	0.00196	0.00000	0.00000	0
6700	G	A	Chr1	9908335	40	0.11238	0.00000	1.000000000	1.00000	0.13261	7.54075	0.00000	0.00000	0.00000	0.00000	0
6703	G	A	Chr1	9908343	47	0.02632	0.01200	1.000000000	1.85000	0.16096	21.26284	0.26717	0.01200	0.00000	0.00000	0
6716	G	A	Chr1	9915340	46	0.07310	0.03896	0.120253165	4.31579	0.46159	40.35159	0.63506	0.03896	0.00000	0.00000	0
6730	G	A	Chr1	9925470	32	0.29837	0.03554	0.140574681	0.35294	0.10019	1.24328	0.45230	0.03554	0.00000	0.00000	0
6741	G	A	Chr1	9933946	72	0.12773	0.00217	1.000000000	1.45714	0.22902	9.27113	0.16350	0.00217	0.00000	0.00000	0
6747	G	A	Chr1	9941322	51	0.02632	0.01200	1.000000000	0.54054	0.04703	6.21266	0.26717	0.01200	0.00000	0.00000	0
6789	G	A	Chr1	9979650	22	0.02500	0.01266	0.500000000	0.48780	0.04253	5.59493	0.31175	0.01266	0.00000	0.00000	0
6834	G	A	Chr1	10054277	38	0.02500	0.01266	0.500000000	0.48780	0.04253	5.59493	0.31175	0.01266	0.00000	0.00000	0
6851	G	A	Chr1	10059849	42	0.50685	0.00000	1.000000000	1.00000	0.40183	2.48859	0.00000	0.00000	0.00000	0.00000	0
6885	G	A	Chr1	10095361	27	0.02564	0.01367	0.487179487	2.15789	0.18795	24.77584	0.33403	0.01367	0.00000	0.00000	0
6925	G	A	Chr1	10126147	69	0.07310	0.00433	0.620253165	2.05263	0.17860	23.59047	0.31231	0.00433	0.00000	0.00000	0
6928	G	A	Chr1	10128803	27	0.04937	0.02564	0.246835443	0.31707	0.03162	3.17930	0.49884	0.02564	0.00000	0.00000	0
6944	G	A	Chr1	10146911	52	0.02500	0.01266	0.500000000	2.05000	0.17873	23.51269	0.31175	0.01266	0.00000	0.00000	0
6991	G	A	Chr1	10197460	65	0.02500	0.01266	0.500000000	2.05000	0.17873	23.51269	0.31175	0.01266	0.00000	0.00000	0
7013	G	A	Chr1	10224168	17	0.02500	0.01266	0.500000000	2.05000	0.17873	23.51269	0.31175	0.01266	0.00000	0.00000	0
7023	G	A	Chr1	10230292	7	0.22152	0.00000	1.000000000	1.00000	0.26575	3.76294	0.00000	0.00000	0.00000	0.00000	0
7028	G	A	Chr1	10234381	71	0.04937	0.00000	1.000000000	1.00000	0.06038	16.56298	0.00000	0.00000	0.00000	0.00000	0
7035	G	A	Chr1	10244139	73	0.02500	0.01266	0.500000000	0.48780	0.04253	5.59493	0.31175	0.01266	0.00000	0.00000	0
7038	G	A	Chr1	10248121	23	0.02703	0.01298	1.000000000	1.94737	0.16926	22.40511	0.28945	0.01298	0.00000	0.00000	0
7073	G	A	Chr1	10274009	45	0.02500	0.01266	0.500000000	2.05000	0.17873	23.51269	0.31175	0.01266	0.00000	0.00000	0
7161	G	A	Chr1	10370764	68	0.07886	0.00730	0.590892262	0.41026	0.03556	4.73331	0.38694	0.00730	0.00000	0.00000	0
7225	G	A	Chr1	10441928	67	0.02500	0.01266	0.500000000	2.05000	0.17873	23.51269	0.31175	0.01266	0.00000	0.00000	0
7246	G	A	Chr1	10460035	68	0.39209	0.02018	0.217893431	0.51923	0.18745	1.43826	0.28464	0.02018	0.00000	0.00000	0
